segment,anomaly,Signal_Health,train,channel,sampling,duration,Duration_Category,len,mean,var,Variance_Level,std,kurtosis,skew,n_peaks,Engineering_Priority,Peak_Complexity,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
1243,0,Healthy,1,CADC0873,5,150,Short,31,-2.3720408096774193E-6,9.692409906675677E-11,Low,9.845003761642592E-6,-0.7383670186410702,-0.6943789080289621,1,Low,Simple,1,1,6,9,2.736355083763223E-12,7.536796570866037E-13,750,155,6.461606604450451E-13,3.1265838408631213E-12
1244,0,Healthy,1,CADC0873,5,185,Medium,38,6.549274210526309E-7,2.479550886133863E-10,Low,1.5746589745509543E-5,-0.6751692041594599,-0.63457806584724,1,Low,Simple,1,1,6,13,5.718659223527953E-12,1.6538712064033568E-12,925,190,1.3402977762885747E-12,6.525133910878587E-12
1245,0,Healthy,1,CADC0873,5,200,Medium,41,1.4202753658536588E-7,5.759233404674095E-10,Low,2.399840287326241E-5,-1.5064752567231996,0.019201235604372133,1,Low,Simple,1,1,4,14,1.4338677714373547E-11,1.6345424132055198E-12,1000,205,2.8796167023370473E-12,1.4046910743107548E-11
1246,0,Healthy,1,CADC0873,5,215,Medium,44,-1.101507545454545E-6,8.765090031207234E-10,Low,2.9605894736027207E-5,-1.4450146559038213,-0.02154973501008705,1,Low,Simple,1,1,4,14,1.8292200460842523E-11,1.7083116726225227E-12,1075,220,4.07678606102662E-12,1.9920659161834623E-11
1247,0,Healthy,1,CADC0873,5,230,Medium,47,-3.111809468085106E-6,8.554399409669788E-10,Low,2.924790489876119E-5,-1.4700985978119379,-0.019536231349192315,1,Low,Simple,1,1,4,18,1.606413522626734E-11,1.9736851897322215E-12,1150,235,3.719304091160777E-12,1.820084980780806E-11
1248,0,Healthy,1,CADC0873,5,270,Medium,55,-3.141662727272722E-7,8.143100505690411E-10,Low,2.8536118351468917E-5,-1.4827598988938804,0.05294803583876633,1,Low,Simple,1,1,3,20,1.1304732487090703E-11,1.3667787352829278E-12,1350,275,3.0159631502557077E-12,1.4805637283073475E-11
1249,0,Healthy,1,CADC0873,5,222,Medium,45,9.192845999999997E-7,1.8209907638797858E-10,Low,1.3494409078873316E-5,-1.5090056661675042,0.08387804461722909,1,Low,Simple,1,1,4,15,3.9323511092170625E-12,8.038337831009097E-13,1122,225,8.202661098557593E-13,4.04664614195508E-12
1250,0,Healthy,1,CADC0873,5,225,Medium,46,-7.626578043478271E-7,3.404844635223587E-10,Low,1.8452221099974896E-5,-1.2083524721355778,-0.2108403811307441,1,Low,Simple,1,1,8,16,6.271046103916489E-12,9.622093284387728E-13,1125,230,1.5132642823215943E-12,7.401836163529537E-12
1251,0,Healthy,1,CADC0873,5,245,Medium,50,-2.3223878820000003E-6,4.934675091384976E-10,Low,2.2214128592823477E-5,-1.4899302619622274,0.020130646526518466,1,Low,Simple,1,1,5,15,8.27667099206686E-12,1.3067493307467594E-12,1225,250,2.0141530985244803E-12,9.869350182769953E-12
1252,0,Healthy,1,CADC0873,5,265,Medium,54,1.2761622222222226E-6,7.09484680294884E-10,Low,2.663615363176305E-5,-1.473740689969644,0.06417802183933319,1,Low,Simple,1,1,7,16,1.0171075864161269E-11,1.511327307899998E-12,1325,270,2.6773006803580526E-12,1.3138605190646E-11
1253,0,Healthy,0,CADC0873,5,355,Long,72,-1.3422570833333332E-6,4.953304923777096E-10,Low,2.2256021485829617E-5,-1.3569324298300283,-0.04418690694262273,1,Medium,Simple,1,1,13,25,4.152020800785836E-12,8.050396450093882E-13,1775,360,1.395297161627351E-12,6.879590171912633E-12
1254,0,Healthy,1,CADC0873,5,290,Medium,59,-7.905577288135593E-7,2.470849059660999E-10,Low,1.5718934632032156E-5,-1.3594490792868776,-0.039106868751204324,1,Low,Simple,1,1,15,18,2.8530817802396476E-12,8.716532903226689E-13,1450,295,8.520169171244823E-13,4.187879762137286E-12
1255,0,Healthy,1,CADC0873,5,230,Medium,47,-6.69916810212766E-6,2.59488945418501E-10,Low,1.610866057183219E-5,-0.7142111332659273,-0.6446980726320892,1,Low,Simple,1,1,9,17,3.868320903799666E-12,1.2672432956324686E-12,1150,235,1.1282128061673957E-12,5.521041391883E-12
1256,0,Healthy,1,CADC0873,5,245,Medium,50,2.4627120000000017E-7,9.110517116796786E-10,Low,3.0183633175608243E-5,-1.5040574535349926,0.028028608166366,1,Low,Simple,1,1,3,14,1.501620648529146E-11,8.995915283993056E-13,1225,250,3.718578415019096E-12,1.822103423359357E-11
1257,0,Healthy,0,CADC0873,5,225,Medium,46,-1.520962847826087E-6,7.832014586313566E-10,Low,2.7985736699814722E-5,-1.4934127243892878,0.007983149980011817,1,Low,Simple,1,1,5,14,1.541309954128849E-11,1.4882709591208386E-12,1125,230,3.4808953716949183E-12,1.7026118665899056E-11
1258,0,Healthy,1,CADC0873,5,205,Medium,42,3.021025428571429E-6,4.0313938387881775E-10,Low,2.0078331202538167E-5,-0.7779494085122289,-0.561486957143853,1,Low,Simple,1,1,5,13,7.872057102052401E-12,1.2874245264456003E-12,1025,210,1.966533579896672E-12,9.59855675901947E-12
1259,0,Healthy,0,CADC0873,5,145,Short,30,-7.758707966666666E-6,2.1643999062055235E-11,Low,4.652311152755718E-6,-0.9620027665922275,-0.28607437810489245,1,Low,Simple,1,0,7,9,8.999655548065851E-13,5.810679882569238E-13,725,150,1.4926895904865679E-13,7.214666354018412E-13
1260,0,Healthy,1,CADC0873,5,200,Medium,41,1.4689245756097563E-6,1.6621781546964173E-10,Low,1.2892548835263015E-5,-1.4982220040861374,0.09897616938701177,1,Low,Simple,1,1,5,11,4.2382318560382885E-12,4.927419438716874E-13,1000,205,8.310890773482087E-13,4.0540930602351644E-12
1261,0,Healthy,1,CADC0873,5,202,Medium,41,-3.913729880487805E-6,4.019176790667997E-10,Low,2.0047884653169763E-5,-1.0030676441102269,-0.4514442250290481,1,Low,Simple,1,1,3,13,7.62213225504181E-12,7.26787076360385E-13,1038,205,1.9896914805287115E-12,9.802870221141456E-12
1262,0,Healthy,0,CADC0873,5,249,Medium,51,3.5474158823529395E-7,3.407589089321508E-10,Low,1.8459656251733152E-5,-1.4853823681315015,0.029768122841623328,1,Low,Simple,1,1,6,17,5.5138350864488415E-12,8.857182307133757E-13,1259,255,1.3685096744263084E-12,6.6815472339637414E-12
1263,0,Healthy,1,CADC0873,5,236,Medium,48,-3.7217681249999997E-7,2.3903397273223744E-10,Low,1.5460723551381334E-5,-1.461437401336191,-0.011087720103629989,1,Low,Simple,1,1,6,15,4.5017978284280614E-12,1.0391987624645839E-12,1186,240,1.012855816662023E-12,4.9798744319216135E-12
1264,0,Healthy,1,CADC0873,5,195,Medium,40,-2.6569397275000003E-6,1.1002528813119002E-10,Low,1.048929397677413E-5,-0.5688770038512643,-0.7922105156817004,1,Low,Simple,1,1,10,15,1.987240487733368E-12,6.56440350832171E-13,975,200,5.642322468266155E-13,2.7506322032797506E-12
1265,0,Healthy,1,CADC0873,5,235,Medium,48,1.4205576458333337E-6,4.79688856902246E-10,Low,2.190180031189779E-5,-1.4199950532020085,-0.07052529513095022,1,Low,Simple,1,1,2,14,8.540726344948639E-12,6.205203890419342E-13,1175,240,2.04122917830743E-12,9.993517852130127E-12
1266,1,Anomalous,1,CADC0873,5,430,Long,63,-1.2289274873015874E-5,3.164940983246597E-10,Low,1.7790281007467523E-5,-0.834704270477288,0.564550787074075,1,High,Simple,1,1,1,1,8.045180807676636E-12,9.378545714464552E-12,17150,315,7.360327868015342E-13,5.02371584642317E-12
1267,0,Healthy,0,CADC0873,5,275,Medium,56,1.3493347499999998E-6,3.0631517029201934E-10,Low,1.750186190929466E-5,-1.3932574269551317,-0.13689346289805912,1,Low,Simple,1,1,9,18,4.115752455841349E-12,1.0437325394918617E-12,1375,280,1.113873346516434E-12,5.469913755214631E-12
1268,0,Healthy,1,CADC0873,5,250,Medium,51,-8.087627133333332E-6,1.2210099073565337E-10,Low,1.1049931707284592E-5,-1.431485437723679,0.02716523063784131,1,Low,Simple,1,1,7,17,2.0150106541002255E-12,4.608274731039967E-13,1250,255,4.884039629426135E-13,2.3941370732481054E-12
1269,0,Healthy,1,CADC0873,5,235,Medium,48,-4.19111820625E-6,1.4017537502188575E-10,Low,1.183956819406374E-5,-1.2925655770328157,-0.08686316870155032,1,Low,Simple,1,1,6,15,2.4712583382161146E-12,5.556528166064048E-13,1175,240,5.964909575399394E-13,2.920320312955953E-12
1270,0,Healthy,1,CADC0873,5,240,Medium,49,4.122817755102041E-6,4.332366351477113E-10,Low,2.081433724978317E-5,-1.5037046792225723,0.11471078110809192,1,Low,Simple,1,1,9,15,7.683047229124305E-12,1.2916266048794018E-12,1200,245,1.805152646448797E-12,8.841563982606353E-12
1271,0,Healthy,1,CADC0873,5,240,Medium,49,-2.1687474897959178E-6,3.1664901387743256E-10,Low,1.779463441258158E-5,-1.4684488956824886,0.013894557655783504,1,Low,Simple,1,1,9,15,5.531328517247708E-12,9.12491096625382E-13,1200,245,1.319370891155969E-12,6.462224773008828E-12
1272,0,Healthy,1,CADC0873,5,245,Medium,50,-1.7456939200000003E-6,3.1867154349515596E-10,Low,1.785137371451161E-5,-1.4576435358284214,-0.01604881689488964,1,Low,Simple,1,1,7,15,5.371660856307532E-12,8.958147723523882E-13,1225,250,1.3007001775312488E-12,6.373430869903119E-12
1273,1,Anomalous,0,CADC0873,5,260,Medium,53,-3.0270327735849057E-6,2.291440727826031E-10,Low,1.5137505500663017E-5,-1.344153936013882,0.15369541035337728,2,High,Moderate,1,1,3,2,1.3555490238714136E-11,2.621510138025848E-11,1300,265,8.813233568561657E-13,4.3234730713698695E-12
1274,0,Healthy,1,CADC0873,5,240,Medium,49,4.312911183673469E-6,2.884385970051217E-10,Low,1.698348012055014E-5,-1.4899629164682575,0.051586721747228594,1,Low,Simple,1,1,5,15,5.092407721991243E-12,7.638011560827104E-13,1200,245,1.2018274875213406E-12,5.886501979696362E-12
1275,0,Healthy,1,CADC0873,5,220,Medium,45,-4.8631937355555555E-6,2.909663151808724E-10,Low,1.705773476112442E-5,-1.2248062344612172,-0.24410228780175133,1,Low,Simple,1,1,8,14,5.221130120217229E-12,1.061625495543832E-12,1100,225,1.3225741599130563E-12,6.4659181151304975E-12
1276,0,Healthy,0,CADC0873,5,265,Medium,54,2.119889200000001E-6,8.200613329208437E-10,Low,2.8636713025779402E-5,-1.4906524396867078,0.07549331136347605,1,Low,Simple,1,1,3,16,1.1529674941828828E-11,9.304163905810328E-13,1325,270,3.0945710676258254E-12,1.5186320980015624E-11
1277,0,Healthy,1,CADC0873,5,250,Medium,51,5.171530196078431E-7,2.750657932948136E-10,Low,1.658510757561776E-5,-1.4572109314627648,-0.06954326809632819,1,Low,Simple,1,1,10,18,4.57702475103424E-12,1.2013685468721627E-12,1250,255,1.1002631731792543E-12,5.393446927349286E-12
1278,0,Healthy,0,CADC0873,5,225,Medium,46,-5.154302739130435E-6,1.3793855544109904E-10,Low,1.174472457919295E-5,-1.500236271221044,0.06896024049446874,1,Low,Simple,1,1,9,14,2.8352334422510615E-12,6.257252868944219E-13,1125,230,6.130602464048846E-13,2.9986642487195443E-12
1279,0,Healthy,1,CADC0873,5,215,Medium,44,7.294468181818182E-7,1.6014150804393244E-10,Low,1.2654703001016359E-5,-1.2786487400607096,-0.15627269902910187,1,Low,Simple,1,1,10,14,3.3346404851612945E-12,1.1957926191633474E-12,1075,220,7.448442234601509E-13,3.639579728271192E-12
1280,0,Healthy,1,CADC0873,5,225,Medium,46,2.569651521739128E-7,5.745941466043011E-10,Low,2.3970693494438185E-5,-1.4412480388761355,0.0015786263019065166,1,Low,Simple,1,1,6,13,1.1051867636104647E-11,2.0028387670352775E-12,1125,230,2.5537517626857827E-12,1.2491177100093503E-11
1281,0,Healthy,0,CADC0873,5,235,Medium,48,-3.344794193750001E-7,4.2148407127205723E-10,Low,2.053007723492674E-5,-1.4798523875543943,0.033853851074490716,1,Low,Simple,1,1,7,16,7.671062609748531E-12,1.1272663528725014E-12,1175,240,1.7935492394555627E-12,8.780918151501192E-12
1282,0,Healthy,0,CADC0873,5,235,Medium,48,-1.1474056737500002E-6,3.8840511581911065E-10,Low,1.9707996240590026E-5,-1.4923800569272945,0.0015560614943342,1,Low,Simple,1,1,6,17,7.210484828391264E-12,1.428874356351133E-12,1175,240,1.6527877268898326E-12,8.091773246231472E-12
1283,0,Healthy,1,CADC0873,5,230,Medium,47,-3.0708006170212757E-6,2.2823792723024948E-10,Low,1.5107545374092029E-5,-1.445297083536546,-0.03665885330934294,1,Low,Simple,1,1,10,16,4.4550331873228784E-12,1.0699546337037866E-12,1150,235,9.92338814044563E-13,4.856126111281904E-12
1284,0,Healthy,1,CADC0873,5,220,Medium,45,4.757372844444444E-6,3.3497057122181115E-10,Low,1.8302201267110226E-5,-1.493489448335262,0.04359964853161593,1,Low,Simple,1,1,10,15,7.07394787333142E-12,1.4781533583233272E-12,1100,225,1.522593505553687E-12,7.443790471595803E-12
1285,0,Healthy,1,CADC0873,5,210,Medium,43,-3.106115046511628E-6,3.504090855415119E-10,Low,1.871921701197761E-5,-1.2969285716965775,-0.1077101381816604,1,Low,Simple,1,1,5,15,7.662370503472856E-12,1.435764153170838E-12,1050,215,1.6686146930548187E-12,8.149048500965393E-12
1286,0,Healthy,0,CADC0873,5,240,Medium,49,3.594177755102041E-6,8.475837447621766E-10,Low,2.911329154805716E-5,-1.4930562935385503,0.04679963550208374,1,Low,Simple,1,1,5,16,1.4715064539178992E-11,1.8480114474311457E-12,1200,245,3.5315989365090693E-12,1.7297627444126055E-11
1287,0,Healthy,1,CADC0873,5,215,Medium,44,-5.2728799772727265E-6,3.121689944452237E-10,Low,1.766830479828848E-5,-0.9435878148284713,-0.7425471521351648,1,Low,Simple,1,1,10,16,2.6776224889128757E-12,8.089266910337263E-13,1075,220,1.4519488113731334E-12,7.0947498737550845E-12
1288,0,Healthy,0,CADC0873,5,225,Medium,46,4.102451304347827E-6,5.657557011936373E-10,Low,2.378561963022274E-5,-0.8538840353615571,-0.6573683979317264,1,Low,Simple,1,1,5,13,6.324513648907654E-12,9.046359397509825E-13,1125,230,2.5144697830828327E-12,1.2299036982470378E-11
1289,0,Healthy,1,CADC0873,5,215,Medium,44,5.600304250000001E-6,7.734991275714955E-10,Low,2.7811852285877966E-5,-1.4203019323925783,-0.02854717683677743,1,Low,Simple,1,1,6,16,1.637088031945966E-11,1.8964766092375226E-12,1075,220,3.597670360797653E-12,1.7579525626624895E-11
1290,0,Healthy,1,CADC0873,5,230,Medium,47,-2.6013006382978722E-6,7.526838090309124E-10,Low,2.74350835433558E-5,-1.4943381054395897,0.06777133528117275,1,Low,Simple,1,1,4,14,1.4232175022800945E-11,1.6471163684632073E-12,1150,235,3.2725383001344014E-12,1.6014549128317285E-11
1291,0,Healthy,0,CADC0873,5,220,Medium,45,-2.261664311111111E-6,5.559838075632248E-10,Low,2.3579308886462824E-5,-1.4810538670129927,0.013366459846911148,1,Low,Simple,1,1,5,15,1.1547810355139783E-11,1.5635780488434528E-12,1100,225,2.5271991252873854E-12,1.2355195723627217E-11
1292,0,Healthy,1,CADC0873,5,240,Medium,49,-3.886106510204082E-6,2.4436833200370463E-10,Low,1.563228492587391E-5,-1.09922367725984,-0.26574353857537986,1,Low,Simple,1,1,7,18,3.8928568090820136E-12,7.793616748555501E-13,1200,245,1.0182013833487693E-12,4.9871088164021355E-12
1293,0,Healthy,0,CADC0873,5,230,Medium,47,4.906082340425534E-7,3.143367438295081E-10,Low,1.7729544377380602E-5,-1.217727803131933,-0.1528491326278299,1,Low,Simple,1,1,4,13,5.672314231558082E-12,8.538832143020001E-13,1150,235,1.3666814949109048E-12,6.688015826159747E-12
1294,0,Healthy,1,CADC0873,5,216,Medium,44,-6.532354113636364E-6,4.045885391242871E-10,Low,2.0114386372054384E-5,-1.493831266242449,0.030647718887425544,1,Low,Simple,1,1,3,12,8.787324516625574E-12,1.0172029956034069E-12,1086,220,1.8730950885383663E-12,9.195194071006526E-12
1295,0,Healthy,0,CADC0873,5,235,Medium,48,1.3940156250000002E-6,8.401097241634038E-10,Low,2.898464635222248E-5,-1.4787865562155016,0.02277274420127109,1,Low,Simple,1,1,5,16,1.5133482036186965E-11,1.6263351473752387E-12,1175,240,3.5749349964400162E-12,1.7502285920070913E-11
1296,0,Healthy,1,CADC0873,5,235,Medium,48,1.4438579479166668E-6,5.902558836876877E-10,Low,2.429518231435376E-5,-0.9583493964245262,-0.5068625914792061,1,Low,Simple,1,1,8,15,7.029751539985816E-12,1.1131367782463794E-12,1175,240,2.5117271646284583E-12,1.2296997576826828E-11
1297,0,Healthy,1,CADC0873,5,210,Medium,43,-2.976886348837209E-6,3.668427852403487E-10,Low,1.9153140349309527E-5,-0.8542806130956548,-0.6621919005054218,1,Low,Simple,1,1,8,14,4.607859926820918E-12,1.097699923395444E-12,1050,215,1.7468704059064224E-12,8.53122756372904E-12
1298,0,Healthy,1,CADC0873,5,255,Medium,52,2.078967461538462E-6,8.995030625363405E-10,Low,2.999171656535085E-5,-1.4928797434776317,0.07927465023476642,1,Low,Simple,1,1,5,17,1.3647947497442772E-11,1.0363089007316792E-12,1275,260,3.5274629903385903E-12,1.729813581800655E-11
1299,0,Healthy,1,CADC0873,5,205,Medium,42,-8.361353452380952E-6,2.3058337070816485E-10,Low,1.5184971870509502E-5,-1.0754887011605776,-0.32100480268004455,1,Low,Simple,1,1,6,13,4.502470951827097E-12,8.706446676562489E-13,1025,210,1.124796930283731E-12,5.490080254956306E-12
1300,0,Healthy,1,CADC0873,5,235,Medium,48,2.7761461250000003E-6,6.222732414659374E-10,Low,2.494540521751325E-5,-1.221377613537844,-0.17866458673479368,1,Low,Simple,1,1,5,16,1.021015551188693E-11,1.2291816339709338E-12,1175,240,2.6479712402805846E-12,1.2964025863873695E-11
1301,0,Healthy,1,CADC0873,5,235,Medium,48,-7.301356875E-7,6.749087653048391E-10,Low,2.5979006241672123E-5,-1.4568152658792135,0.01530777491510917,1,Low,Simple,1,1,2,17,1.185881832623975E-11,8.973187986413255E-13,1175,240,2.8719521927865494E-12,1.4060599277184148E-11
1302,0,Healthy,1,CADC0873,5,211,Medium,43,-4.498416720930232E-6,3.5387396844842697E-10,Low,1.8811538173377183E-5,-1.4822913025202977,0.026661703933048734,1,Low,Simple,1,1,3,15,7.984403452185807E-12,7.552508276971E-13,1061,215,1.6771278125517865E-12,8.229627173219231E-12
1303,0,Healthy,1,CADC0873,5,240,Medium,49,-4.081374836734694E-6,2.6730343951756905E-10,Low,1.6349417100238438E-5,-1.396809161661383,0.031012050798041497,1,Low,Simple,1,1,7,14,4.743423318883952E-12,9.64662329970393E-13,1200,245,1.1137643313232044E-12,5.455172235052429E-12
1304,0,Healthy,0,CADC0873,5,233,Medium,47,5.669740425531917E-7,1.7823072507753473E-10,Low,1.3350308051784225E-5,-1.4684482426628653,-0.015225917572078487,1,Low,Simple,1,1,9,15,3.518008363079206E-12,7.78080037164444E-13,1185,235,7.649387342383465E-13,3.792143086756058E-12
1305,0,Healthy,1,CADC0873,5,223,Medium,45,-2.1440150222222223E-6,1.3627890780433636E-10,Low,1.1673855738543987E-5,-1.4950305092333944,-0.031214487661417246,1,Low,Simple,1,1,8,16,2.924136029674835E-12,6.704059790046295E-13,1133,225,6.111161784947819E-13,3.028420173429697E-12
1306,0,Healthy,1,CADC0873,5,235,Medium,48,-3.284475520833334E-6,1.4828923644349988E-10,Low,1.2177406802907583E-5,-1.5093880693369452,0.04792902883881392,1,Low,Simple,1,1,9,17,2.8038840402363505E-12,7.3714015347717E-13,1175,240,6.310180274191484E-13,3.089359092572914E-12
1307,0,Healthy,0,CADC0873,5,226,Medium,46,-9.273952173913052E-8,1.5718657405069746E-10,Low,1.253740699070974E-5,-1.4169445524362931,-0.02272233325102364,1,Low,Simple,1,1,3,15,3.055535596756869E-12,4.978361219526115E-13,1140,230,6.955158143836171E-13,3.4170994358847276E-12
1308,0,Healthy,1,CADC0873,5,250,Medium,51,-6.566486274509806E-7,6.039780695296589E-10,Low,2.457596528174751E-5,-1.5011635435122068,0.05709486221196932,1,Low,Simple,1,1,4,17,9.690137193108002E-12,1.1262494004693895E-12,1250,255,2.4159122781186358E-12,1.1842707245679586E-11
1309,1,Anomalous,0,CADC0873,5,210,Medium,43,-1.1076019790697673E-5,1.932873504379158E-10,Low,1.390278211143064E-5,-1.2388698453658415,-0.302862912884222,2,High,Moderate,1,1,3,3,2.2819316367202296E-11,3.936284538777332E-11,1050,215,9.204159544662657E-13,4.495054661346879E-12
1310,0,Healthy,1,CADC0873,5,265,Medium,54,1.4527761111111112E-6,8.743626721698126E-10,Low,2.956962414657671E-5,-1.2661385564195198,-0.12046923492446733,1,Low,Simple,1,1,7,21,1.1706818911841292E-11,1.4930024013312119E-12,1325,270,3.2994817817728775E-12,1.6191901336478012E-11
1311,0,Healthy,0,CADC0873,5,260,Medium,53,-5.11313396226415E-7,8.891179152622151E-10,Low,2.9818080341668795E-5,-1.2660688513975575,-0.09807717864810227,1,Low,Simple,1,1,5,17,1.166647488681139E-11,1.0214176562755089E-12,1300,265,3.4196842894700577E-12,1.6775809721928588E-11
1312,0,Healthy,1,CADC0873,5,210,Medium,43,-5.8163948139534885E-6,5.066546516148738E-10,Low,2.2508990461921517E-5,-1.1459500450982558,-0.2749628655428209,1,Low,Simple,1,1,8,15,9.779660604520474E-12,2.0521418969998297E-12,1050,215,2.412641198166066E-12,1.1782666316624973E-11
1313,0,Healthy,0,CADC0873,5,255,Medium,52,-4.721225961538461E-6,8.418368560746779E-10,Low,2.90144249654319E-5,-1.4925096910424562,0.035462223160193665,1,Low,Simple,1,1,6,17,1.2842108402291426E-11,1.5329605228039981E-12,1275,260,3.301321004214423E-12,1.6189170309128423E-11
1314,0,Healthy,1,CADC0873,5,262,Medium,53,1.9441815094339631E-7,4.020226949119602E-10,Low,2.0050503607439895E-5,-1.47909132762199,0.025642919158896188,1,Low,Simple,1,1,8,18,5.974763292398906E-12,9.570246269361329E-13,1322,265,1.5344377668395428E-12,7.5853338662634E-12
1315,0,Healthy,1,CADC0873,5,255,Medium,52,-6.573920076923077E-6,3.3276078960126953E-10,Low,1.824173208884698E-5,-1.3852386313328873,-0.018145848553892195,1,Low,Simple,1,1,7,17,5.27144512734894E-12,1.0217920883427212E-12,1275,260,1.3049442729461551E-12,6.399245953870568E-12
1316,0,Healthy,0,CADC0873,5,235,Medium,48,5.035298333333333E-7,5.435565883893475E-10,Low,2.331430008362566E-5,-1.3645039744996315,-0.06106038143233872,1,Low,Simple,1,1,7,16,9.215019353201141E-12,1.4923374809498692E-12,1175,240,2.3130067591036063E-12,1.1324095591444739E-11
